machine_type,task_type,time_of_day,weather_condition,month,day_of_week,context_risk_score,hazard_type,severity_score
Truck,Loading/Unloading,Unknown,Clear/Unknown,9,Tuesday,50.92,Fall,1.0
Crane,Setup/Positioning,Unknown,Clear/Unknown,9,Wednesday,38.06,Caught-in,1.0
Dump Truck,Loading/Unloading,Unknown,Clear/Unknown,9,Wednesday,34.16,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Thursday,48.02,Tip-over,1.0
Concrete Pump,Loading/Unloading,Unknown,Clear/Unknown,10,Thursday,36.63,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Friday,48.58,Tip-over,1.0
Loader,General Construction,Unknown,Clear/Unknown,10,Friday,43.45,Struck-by,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,10,Wednesday,57.75,Caught-in,3.0
Concrete Mixer,Maintenance,Unknown,Clear/Unknown,10,Wednesday,37.26,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Wednesday,48.99,Electrocution,1.0
Truck,Operating,Unknown,Clear/Unknown,10,Thursday,48.3,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,10,Saturday,38.65,Fall,1.0
Loader,General Construction,Unknown,Clear/Unknown,10,Monday,43.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Tuesday,55.45,Struck-by,1.0
Backhoe,General Construction,Unknown,Clear/Unknown,10,Wednesday,39.83,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,10,Thursday,45.36,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Friday,50.92,Fall,1.0
Roller,General Construction,Unknown,Clear/Unknown,10,Tuesday,36.79,Caught-in,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Friday,30.88,Other,1.0
Crane,Operating,Unknown,Clear/Unknown,10,Friday,70.78,Caught-in,4.0
Crane,General Construction,Unknown,Clear/Unknown,10,Friday,73.14,Caught-in,4.0
Grader,General Construction,Unknown,Clear/Unknown,10,Monday,36.96,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,10,Friday,38.65,Fall,1.0
Truck,Operating,Unknown,Clear/Unknown,11,Monday,30.51,Other,1.0
Crane,Maintenance,Unknown,Clear/Unknown,11,Tuesday,70.84,Caught-in,4.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,75.67,Struck-by,4.0
Loader,General Construction,Unknown,Clear/Unknown,11,Wednesday,43.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Friday,55.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Monday,50.92,Fall,1.0
Loader,Operating,Unknown,Clear/Unknown,11,Monday,42.23,Back-over,1.0
Paver,General Construction,Unknown,Clear/Unknown,11,Wednesday,59.61,Pinch-Point,4.0
Truck,General Construction,Unknown,Clear/Unknown,11,Thursday,48.99,Electrocution,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,11,Friday,38.65,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,11,Friday,45.57,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Friday,55.45,Struck-by,1.0
Excavator,Operating,Unknown,Clear/Unknown,11,Sunday,40.61,Struck-by,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,11,Monday,28.44,Pinch-Point,1.0
Truck,Operating,Unknown,Clear/Unknown,11,Monday,48.3,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,11,Monday,46.43,Struck-by,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,11,Tuesday,57.71,Caught-in,3.0
Aerial Lift,General Construction,Unknown,Wind,11,Wednesday,87.51,Struck-by,2.0
Dump Truck,General Construction,Unknown,Clear/Unknown,11,Thursday,62.34,Struck-by,3.0
Crane,General Construction,Unknown,Clear/Unknown,11,Thursday,54.16,Electrocution,2.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,11,Friday,40.95,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,11,Saturday,45.36,Struck-by,1.0
Excavator,General Construction,Unknown,Snow/Ice,11,Sunday,88.03,Tip-over,1.0
Crane,General Construction,Unknown,Clear/Unknown,11,Monday,28.15,Contact-with,1.0
Excavator,General Construction,Unknown,Clear/Unknown,11,Monday,42.1,Tip-over,1.0
Loader,General Construction,Unknown,Clear/Unknown,11,Monday,43.45,Struck-by,1.0
Excavator,General Construction,Night,Clear/Unknown,11,Monday,90.73,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Monday,43.86,Fall,1.0
Excavator,Excavation,Unknown,Clear/Unknown,11,Tuesday,41.05,Struck-by,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,41.46,Tip-over,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Wednesday,69.19,Caught-in,3.0
Loader,Operating,Unknown,Clear/Unknown,12,Tuesday,40.44,Struck-by,1.0
Loader,Operating,Unknown,Clear/Unknown,12,Tuesday,40.44,Struck-by,1.0
Bulldozer,General Construction,Unknown,Clear/Unknown,12,Wednesday,22.17,Other,1.0
Roller,General Construction,Unknown,Clear/Unknown,12,Thursday,36.79,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Thursday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Saturday,41.43,Burns,1.0
Excavator,General Construction,Unknown,Clear/Unknown,12,Saturday,34.68,Fall,1.0
Dump Truck,Mounting/Dismounting,Unknown,Clear/Unknown,12,Monday,39.16,Struck-by,1.0
Forklift,Setup/Positioning,Unknown,Clear/Unknown,12,Wednesday,62.9,Struck-by,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,12,Wednesday,50.92,Fall,1.0
Truck,Idling/Parked,Unknown,Clear/Unknown,12,Wednesday,49.57,Run-over,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,12,Monday,42.67,Struck-by,1.0
Forklift,Operating,Unknown,Clear/Unknown,12,Monday,41.8,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,12,Wednesday,40.79,Electrocution,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Wednesday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Friday,55.45,Struck-by,1.0
Backhoe,Operating,Unknown,Clear/Unknown,12,Saturday,38.71,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Monday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Wednesday,69.19,Caught-in,3.0
Forklift,Operating,Unknown,Clear/Unknown,12,Saturday,35.12,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Tuesday,34.82,Pinch-Point,1.0
Loader,General Construction,Unknown,Clear/Unknown,12,Tuesday,41.58,Tip-over,1.0
Loader,General Construction,Unknown,Clear/Unknown,12,Wednesday,65.45,Struck-by,3.0
Roller,General Construction,Unknown,Clear/Unknown,12,Wednesday,36.79,Caught-in,1.0
Roller,General Construction,Unknown,Clear/Unknown,12,Wednesday,58.79,Caught-in,3.0
Truck,General Construction,Unknown,Clear/Unknown,12,Thursday,69.19,Caught-in,3.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,12,Thursday,39.66,Struck-by,1.0
Concrete Mixer,General Construction,Unknown,Clear/Unknown,1,Thursday,37.64,Caught-in,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Thursday,50.92,Fall,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,1,Thursday,40.34,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,1,Thursday,46.43,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Friday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Friday,61.92,Fall,2.0
Truck,General Construction,Unknown,Clear/Unknown,1,Sunday,43.86,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,1,Monday,45.57,Struck-by,1.0
Forklift,Operating,Unknown,Clear/Unknown,1,Tuesday,41.8,Struck-by,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,1,Monday,57.71,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Monday,50.92,Fall,1.0
Truck,Operating,Unknown,Clear/Unknown,1,Monday,48.3,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,1,Tuesday,33.33,Contact-with,1.0
Loader,General Construction,Unknown,Clear/Unknown,1,Tuesday,43.45,Struck-by,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,1,Tuesday,40.34,Struck-by,1.0
Crane,Setup/Positioning,Unknown,Clear/Unknown,1,Wednesday,29.98,Pinch-Point,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,1,Wednesday,56.98,Caught-in,3.0
Loader,General Construction,Unknown,Clear/Unknown,1,Thursday,36.9,Caught-in,1.0
Excavator,General Construction,Unknown,Clear/Unknown,1,Thursday,26.61,Contact-with,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Thursday,50.92,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,1,Friday,45.57,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,1,Friday,38.57,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,1,Saturday,43.86,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,1,Saturday,47.19,Caught-in,1.0
Excavator,General Construction,Unknown,Clear/Unknown,1,Monday,67.36,Struck-by,3.0
Backhoe,General Construction,Unknown,Clear/Unknown,1,Tuesday,39.83,Struck-by,1.0
Truck,General Construction,Unknown,Snow/Ice,1,Wednesday,91.71,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Wednesday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Friday,61.92,Fall,2.0
Forklift,General Construction,Unknown,Clear/Unknown,1,Friday,46.43,Struck-by,1.0
Crane,Setup/Positioning,Unknown,Muddy,1,Friday,61.09,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,1,Saturday,62.14,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,2,Monday,50.92,Fall,1.0
Crane,General Construction,Morning,Clear/Unknown,2,Monday,66.49,Caught-in,4.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,2,Monday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Thursday,55.45,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,2,Thursday,45.57,Struck-by,1.0
Crane,Loading/Unloading,Afternoon,Clear/Unknown,2,Thursday,43.83,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Friday,55.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,2,Monday,50.92,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,2,Monday,45.36,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,2,Tuesday,48.02,Tip-over,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,2,Tuesday,40.95,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,2,Wednesday,50.92,Fall,1.0
Forklift,Operating,Unknown,Clear/Unknown,2,Monday,63.8,Struck-by,3.0
Truck,General Construction,Unknown,Clear/Unknown,2,Monday,41.43,Burns,1.0
Truck,Operating,Unknown,Clear/Unknown,2,Tuesday,42.31,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Tuesday,69.19,Caught-in,3.0
Truck,Operating,Unknown,Clear/Unknown,2,Wednesday,48.3,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,2,Wednesday,48.54,Fall,2.0
Truck,General Construction,Unknown,Clear/Unknown,2,Wednesday,43.86,Fall,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,2,Thursday,44.05,Fall,2.0
Truck,General Construction,Unknown,Clear/Unknown,2,Friday,69.19,Caught-in,3.0
Loader,General Construction,Unknown,Clear/Unknown,2,Monday,43.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,2,Tuesday,50.92,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,2,Wednesday,43.83,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,2,Thursday,48.54,Fall,2.0
Dump Truck,General Construction,Unknown,Clear/Unknown,2,Friday,57.71,Caught-in,3.0
Forklift,General Construction,Unknown,Clear/Unknown,2,Monday,29.69,Pinch-Point,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,38.65,Fall,1.0
Truck,General Construction,Unknown,Wind,3,Wednesday,95.77,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,3,Thursday,45.36,Struck-by,1.0
Grader,General Construction,Unknown,Clear/Unknown,3,Friday,36.96,Struck-by,1.0
Crane,Operating,Unknown,Clear/Unknown,3,Sunday,41.97,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,3,Monday,37.54,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,3,Tuesday,31.88,Other,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,42.67,Struck-by,1.0
Forklift,Maintenance,Unknown,Clear/Unknown,3,Tuesday,40.8,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,3,Thursday,47.19,Caught-in,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Friday,50.92,Fall,1.0
Loader,General Construction,Unknown,Clear/Unknown,3,Monday,43.45,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,3,Monday,34.2,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Thursday,50.92,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,3,Thursday,43.16,Tip-over,1.0
Excavator,General Construction,Unknown,Clear/Unknown,3,Friday,34.68,Fall,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,3,Saturday,37.54,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,3,Sunday,34.95,Burns,1.0
Truck,General Construction,Unknown,Clear/Unknown,3,Tuesday,48.99,Electrocution,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,47.52,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,3,Tuesday,47.19,Caught-in,1.0
Loader,General Construction,Unknown,Clear/Unknown,3,Thursday,43.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,3,Thursday,47.19,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,3,Friday,69.19,Caught-in,3.0
Truck,General Construction,Unknown,Clear/Unknown,3,Friday,55.45,Struck-by,1.0
Truck,Operating,Unknown,Clear/Unknown,3,Monday,32.43,Contact-with,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,43.83,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,3,Tuesday,40.79,Electrocution,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,4,Monday,34.2,Fall,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,4,Monday,39.66,Struck-by,1.0
Paver,Mounting/Dismounting,Unknown,Clear/Unknown,4,Wednesday,38.13,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,4,Wednesday,50.92,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,4,Wednesday,78.36,Struck-by,4.0
Loader,General Construction,Unknown,Clear/Unknown,4,Thursday,43.45,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,4,Thursday,58.9,Caught-in,3.0
Forklift,General Construction,Unknown,Clear/Unknown,4,Tuesday,46.43,Struck-by,1.0
Backhoe,General Construction,Unknown,Clear/Unknown,4,Tuesday,39.83,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,4,Wednesday,45.36,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,4,Wednesday,29.69,Pinch-Point,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,4,Thursday,50.92,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,4,Thursday,46.43,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,4,Friday,34.2,Fall,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,4,Friday,33.05,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Monday,69.19,Caught-in,3.0
Excavator,General Construction,Unknown,Clear/Unknown,4,Monday,37.29,Caught-in,1.0
Excavator,General Construction,Unknown,Clear/Unknown,4,Tuesday,45.36,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,4,Wednesday,46.43,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,4,Wednesday,42.67,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,4,Wednesday,38.65,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,4,Wednesday,37.29,Caught-in,1.0
Forklift,General Construction,Unknown,Clear/Unknown,4,Thursday,46.43,Struck-by,1.0
Excavator,Excavation,Unknown,Clear/Unknown,4,Friday,36.45,Caught-in,1.0
Crane,Operating,Unknown,Clear/Unknown,4,Saturday,41.97,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Monday,88.45,Struck-by,4.0
Roller,Maintenance,Unknown,Clear/Unknown,4,Tuesday,35.76,Caught-in,1.0
Backhoe,Loading/Unloading,Unknown,Clear/Unknown,4,Thursday,38.96,Struck-by,1.0
Forklift,Operating,Unknown,Clear/Unknown,4,Thursday,41.8,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,4,Thursday,50.92,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,5,Wednesday,38.57,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Friday,47.19,Caught-in,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Friday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Monday,50.92,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,5,Tuesday,45.36,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,5,Tuesday,45.57,Struck-by,1.0
Paver,Loading/Unloading,Unknown,Clear/Unknown,5,Tuesday,32.42,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Wednesday,55.45,Struck-by,1.0
Roller,Loading/Unloading,Unknown,Clear/Unknown,5,Wednesday,43.4,Run-over,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Thursday,43.86,Fall,1.0
Truck,Operating,Unknown,Clear/Unknown,5,Thursday,48.3,Struck-by,1.0
Truck,Maintenance,Unknown,Wind,5,Friday,69.32,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,5,Sunday,43.16,Electrocution,1.0
Excavator,General Construction,Unknown,Clear/Unknown,5,Monday,45.36,Struck-by,1.0
Roller,Loading/Unloading,Unknown,Clear/Unknown,5,Tuesday,35.73,Caught-in,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Wednesday,50.92,Fall,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,5,Thursday,33.05,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Thursday,48.58,Tip-over,1.0
Excavator,General Construction,Unknown,Clear/Unknown,5,Monday,70.29,Caught-in,4.0
Truck,Maintenance,Unknown,Clear/Unknown,5,Monday,46.91,Electrocution,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Monday,47.19,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Monday,69.19,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Tuesday,50.92,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,5,Thursday,34.95,Burns,1.0
Loader,General Construction,Unknown,Clear/Unknown,5,Thursday,58.9,Caught-in,3.0
Backhoe,General Construction,Unknown,Clear/Unknown,5,Tuesday,57.04,Caught-in,3.0
Truck,General Construction,Unknown,Clear/Unknown,6,Thursday,55.45,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,6,Thursday,56.33,Other,4.0
Truck,General Construction,Unknown,Clear/Unknown,6,Friday,69.19,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Saturday,50.92,Fall,1.0
Roller,Loading/Unloading,Unknown,Clear/Unknown,6,Monday,57.73,Caught-in,3.0
Excavator,General Construction,Unknown,Clear/Unknown,6,Monday,37.29,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Monday,55.45,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,6,Monday,78.57,Struck-by,4.0
Truck,General Construction,Unknown,Clear/Unknown,6,Tuesday,48.99,Electrocution,1.0
Truck,Operating,Unknown,Clear/Unknown,6,Wednesday,48.3,Struck-by,1.0
Excavator,Excavation,Unknown,Clear/Unknown,6,Thursday,36.45,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Thursday,55.45,Struck-by,1.0
Truck,Operating,Unknown,Clear/Unknown,6,Thursday,32.43,Contact-with,1.0
Dump Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Saturday,34.16,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Monday,43.86,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Tuesday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Wednesday,30.88,Other,1.0
Truck,Operating,Unknown,Clear/Unknown,6,Wednesday,48.3,Struck-by,1.0
Truck,Setup/Positioning,Unknown,Clear/Unknown,6,Thursday,64.0,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Thursday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Saturday,50.92,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,6,Saturday,46.43,Struck-by,1.0
Forklift,General Construction,Unknown,Heat,6,Monday,35.06,Other,1.0
Forklift,General Construction,Unknown,Clear/Unknown,6,Tuesday,46.43,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,6,Tuesday,43.45,Struck-by,1.0
Dump Truck,Maintenance,Unknown,Clear/Unknown,6,Wednesday,39.22,Struck-by,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,6,Thursday,40.95,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,6,Thursday,33.05,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Friday,47.19,Caught-in,1.0
Excavator,General Construction,Unknown,Clear/Unknown,6,Friday,42.1,Tip-over,1.0
Backhoe,General Construction,Unknown,Clear/Unknown,6,Monday,39.83,Struck-by,1.0
Bulldozer,General Construction,Unknown,Clear/Unknown,6,Monday,25.71,Pinch-Point,1.0
Backhoe,General Construction,Unknown,Clear/Unknown,6,Monday,39.83,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Tuesday,80.52,Struck-by,4.0
Excavator,General Construction,Unknown,Clear/Unknown,6,Wednesday,67.36,Struck-by,3.0
Truck,General Construction,Unknown,Clear/Unknown,6,Wednesday,33.33,Contact-with,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Wednesday,43.86,Fall,1.0
Loader,General Construction,Unknown,Clear/Unknown,6,Wednesday,69.9,Caught-in,4.0
Truck,General Construction,Unknown,Heat,6,Wednesday,43.47,Other,1.0
Loader,General Construction,Unknown,Clear/Unknown,6,Thursday,58.9,Caught-in,3.0
Truck,General Construction,Unknown,Clear/Unknown,7,Friday,41.43,Burns,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Friday,50.92,Fall,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,7,Tuesday,42.67,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Thursday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Thursday,43.86,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Friday,50.92,Fall,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,7,Monday,34.84,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,7,Tuesday,46.43,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,7,Tuesday,46.43,Struck-by,1.0
